"REF_DATE","GEO","DGUID","Initial entry status","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2003/2004","Northwest Territories including Nunavut","","Secure custody","Number","223","units","0","v32445522","15.3","","..","","t","0"
"2003/2004","Northwest Territories including Nunavut","","Custody and supervision (secure)","Number","223","units","0","v79960442","15.4","","..","","t","0"
"2003/2004","Northwest Territories including Nunavut","","Young Offenders Act (YOA) (secure)","Number","223","units","0","v79960443","15.5","","..","","t","0"
"2003/2004","Northwest Territories including Nunavut","","Open custody","Number","223","units","0","v32445523","15.6","","..","","t","0"
"2003/2004","Northwest Territories including Nunavut","","Custody and supervision (open)","Number","223","units","0","v79960444","15.7","","..","","t","0"
"2003/2004","Northwest Territories including Nunavut","","Young Offenders Act (YOA) (open)","Number","223","units","0","v79960445","15.8","","..","","t","0"
"2003/2004","Northwest Territories including Nunavut","","Total community sentences","Number","223","units","0","v79960446","15.9","","..","","t","0"
"2003/2004","Northwest Territories including Nunavut","","Intensive support and supervision","Number","223","units","0","v79960447","15.10","","..","","t","0"
"2003/2004","Northwest Territories including Nunavut","","Deferred custody and supervision","Number","223","units","0","v79960448","15.11","","..","","t","0"
"2003/2004","Northwest Territories including Nunavut","","Supervised probation","Number","223","units","0","v79960449","15.12","","..","","t","0"
"2003/2004","Northwest Territories including Nunavut","","Other community sentences","Number","223","units","0","v79960450","15.13","","..","","t","0"
"2003/2004","Northwest Territories","2016A000261","Total correctional services","Number","223","units","0","v32445524","16.1","21","","","","0"
"2003/2004","Northwest Territories","2016A000261","Pre-trial detention","Number","223","units","0","v32445525","16.2","6","","","","0"
"2003/2004","Northwest Territories","2016A000261","Secure custody","Number","223","units","0","v32445526","16.3","7","","","","0"
"2003/2004","Northwest Territories","2016A000261","Custody and supervision (secure)","Number","223","units","0","v32445527","16.4","7","","","t","0"
"2003/2004","Northwest Territories","2016A000261","Young Offenders Act (YOA) (secure)","Number","223","units","0","v41443610","16.5","","..","","t","0"
"2003/2004","Northwest Territories","2016A000261","Open custody","Number","223","units","0","v32445528","16.6","7","","","","0"
"2003/2004","Northwest Territories","2016A000261","Custody and supervision (open)","Number","223","units","0","v32445529","16.7","7","","","t","0"
"2003/2004","Northwest Territories","2016A000261","Young Offenders Act (YOA) (open)","Number","223","units","0","v41443613","16.8","","..","","t","0"
"2003/2004","Northwest Territories","2016A000261","Total community sentences","Number","223","units","0","v32445530","16.9","1","","","","0"
"2003/2004","Northwest Territories","2016A000261","Intensive support and supervision","Number","223","units","0","v41443611","16.10","0","","","","0"
"2003/2004","Northwest Territories","2016A000261","Deferred custody and supervision","Number","223","units","0","v32445531","16.11","1","","","","0"
"2003/2004","Northwest Territories","2016A000261","Supervised probation","Number","223","units","0","v43735733","16.12","","..","","","0"
"2003/2004","Northwest Territories","2016A000261","Other community sentences","Number","223","units","0","v41443612","16.13","","..","","","0"
"2003/2004","Nunavut","2016A000262","Total correctional services","Number","223","units","0","v32445532","17.1","85","","","","0"
"2003/2004","Nunavut","2016A000262","Pre-trial detention","Number","223","units","0","v32445533","17.2","23","","","","0"
"2003/2004","Nunavut","2016A000262","Secure custody","Number","223","units","0","v32445534","17.3","5","","","","0"
"2003/2004","Nunavut","2016A000262","Custody and supervision (secure)","Number","223","units","0","v32445535","17.4","5","","","t","0"
"2003/2004","Nunavut","2016A000262","Young Offenders Act (YOA) (secure)","Number","223","units","0","v43735734","17.5","","..","","t","0"
"2003/2004","Nunavut","2016A000262","Open custody","Number","223","units","0","v32445536","17.6","3","","","","0"
"2003/2004","Nunavut","2016A000262","Custody and supervision (open)","Number","223","units","0","v32445537","17.7","3","","","t","0"
"2003/2004","Nunavut","2016A000262","Young Offenders Act (YOA) (open)","Number","223","units","0","v43735735","17.8","","..","","t","0"
"2003/2004","Nunavut","2016A000262","Total community sentences","Number","223","units","0","v43735736","17.9","54","","","","0"
"2003/2004","Nunavut","2016A000262","Intensive support and supervision","Number","223","units","0","v43735737","17.10","","..","","","0"
"2003/2004","Nunavut","2016A000262","Deferred custody and supervision","Number","223","units","0","v43735738","17.11","","..","","","0"
"2003/2004","Nunavut","2016A000262","Supervised probation","Number","223","units","0","v43735739","17.12","50","","","","0"
"2003/2004","Nunavut","2016A000262","Other community sentences","Number","223","units","0","v43735740","17.13","4","","","","0"
"2004/2005","Provinces and territories","2016A000011124","Total correctional services","Number","223","units","0","v32445374","1.1","16790","","","","0"
"2004/2005","Provinces and territories","2016A000011124","Pre-trial detention","Number","223","units","0","v32445375","1.2","7011","","","","0"
"2004/2005","Provinces and territories","2016A000011124","Secure custody","Number","223","units","0","v32445376","1.3","252","","","","0"
"2004/2005","Provinces and territories","2016A000011124","Custody and supervision (secure)","Number","223","units","0","v32445377","1.4","252","","","t","0"
"2004/2005","Provinces and territories","2016A000011124","Young Offenders Act (YOA) (secure)","Number","223","units","0","v32445378","1.5","0","","","t","0"
"2004/2005","Provinces and territories","2016A000011124","Open custody","Number","223","units","0","v32445379","1.6","350","","","","0"
"2004/2005","Provinces and territories","2016A000011124","Custody and supervision (open)","Number","223","units","0","v32445380","1.7","349","","","t","0"
"2004/2005","Provinces and territories","2016A000011124","Young Offenders Act (YOA) (open)","Number","223","units","0","v32445381","1.8","1","","","t","0"
"2004/2005","Provinces and territories","2016A000011124","Total community sentences","Number","223","units","0","v32445382","1.9","9177","","","","0"
"2004/2005","Provinces and territories","2016A000011124","Intensive support and supervision","Number","223","units","0","v32445383","1.10","2","","","","0"
"2004/2005","Provinces and territories","2016A000011124","Deferred custody and supervision","Number","223","units","0","v32445384","1.11","284","","","","0"
"2004/2005","Provinces and territories","2016A000011124","Supervised probation","Number","223","units","0","v32445385","1.12","8369","","","","0"
"2004/2005","Provinces and territories","2016A000011124","Other community sentences","Number","223","units","0","v32445386","1.13","522","","","","0"
"2004/2005","Newfoundland and Labrador","2016A000210","Total correctional services","Number","223","units","0","v32445387","2.1","381","","","","0"
"2004/2005","Newfoundland and Labrador","2016A000210","Pre-trial detention","Number","223","units","0","v32860958","2.2","17","","","","0"
"2004/2005","Newfoundland and Labrador","2016A000210","Secure custody","Number","223","units","0","v32445388","2.3","15","","","","0"
"2004/2005","Newfoundland and Labrador","2016A000210","Custody and supervision (secure)","Number","223","units","0","v32445389","2.4","15","","","t","0"
"2004/2005","Newfoundland and Labrador","2016A000210","Young Offenders Act (YOA) (secure)","Number","223","units","0","v32445390","2.5","","..","","t","0"
"2004/2005","Newfoundland and Labrador","2016A000210","Open custody","Number","223","units","0","v32445391","2.6","12","","","","0"
"2004/2005","Newfoundland and Labrador","2016A000210","Custody and supervision (open)","Number","223","units","0","v32445392","2.7","12","","","t","0"
"2004/2005","Newfoundland and Labrador","2016A000210","Young Offenders Act (YOA) (open)","Number","223","units","0","v32445393","2.8","","..","","t","0"
"2004/2005","Newfoundland and Labrador","2016A000210","Total community sentences","Number","223","units","0","v32445394","2.9","337","","","","0"
"2004/2005","Newfoundland and Labrador","2016A000210","Intensive support and supervision","Number","223","units","0","v41443607","2.10","0","","","","0"
"2004/2005","Newfoundland and Labrador","2016A000210","Deferred custody and supervision","Number","223","units","0","v32445395","2.11","5","","","","0"
"2004/2005","Newfoundland and Labrador","2016A000210","Supervised probation","Number","223","units","0","v32445396","2.12","300","","","","0"
"2004/2005","Newfoundland and Labrador","2016A000210","Other community sentences","Number","223","units","0","v32445397","2.13","32","","","","0"
"2004/2005","Prince Edward Island","2016A000211","Total correctional services","Number","223","units","0","v32445398","3.1","","..","","","0"
"2004/2005","Prince Edward Island","2016A000211","Pre-trial detention","Number","223","units","0","v32860959","3.2","","..","","","0"
"2004/2005","Prince Edward Island","2016A000211","Secure custody","Number","223","units","0","v32445399","3.3","","..","","","0"
"2004/2005","Prince Edward Island","2016A000211","Custody and supervision (secure)","Number","223","units","0","v62731156","3.4","","..","","t","0"
"2004/2005","Prince Edward Island","2016A000211","Young Offenders Act (YOA) (secure)","Number","223","units","0","v79960430","3.5","","..","","t","0"
"2004/2005","Prince Edward Island","2016A000211","Open custody","Number","223","units","0","v32445400","3.6","","..","","","0"
"2004/2005","Prince Edward Island","2016A000211","Custody and supervision (open)","Number","223","units","0","v62731157","3.7","","..","","t","0"
"2004/2005","Prince Edward Island","2016A000211","Young Offenders Act (YOA) (open)","Number","223","units","0","v79960431","3.8","","..","","t","0"
"2004/2005","Prince Edward Island","2016A000211","Total community sentences","Number","223","units","0","v32445401","3.9","","..","","","0"
"2004/2005","Prince Edward Island","2016A000211","Intensive support and supervision","Number","223","units","0","v79960432","3.10","","..","","","0"
"2004/2005","Prince Edward Island","2016A000211","Deferred custody and supervision","Number","223","units","0","v79960433","3.11","","..","","","0"
"2004/2005","Prince Edward Island","2016A000211","Supervised probation","Number","223","units","0","v32445402","3.12","","..","","","0"
"2004/2005","Prince Edward Island","2016A000211","Other community sentences","Number","223","units","0","v32445403","3.13","","..","","","0"
"2004/2005","Nova Scotia","2016A000212","Total correctional services","Number","223","units","0","v32445404","4.1","976","","","","0"
"2004/2005","Nova Scotia","2016A000212","Pre-trial detention","Number","223","units","0","v32445405","4.2","213","","","","0"
"2004/2005","Nova Scotia","2016A000212","Secure custody","Number","223","units","0","v32445406","4.3","3","","","","0"
"2004/2005","Nova Scotia","2016A000212","Custody and supervision (secure)","Number","223","units","0","v32445407","4.4","3","","","t","0"
"2004/2005","Nova Scotia","2016A000212","Young Offenders Act (YOA) (secure)","Number","223","units","0","v32445408","4.5","","..","","t","0"
"2004/2005","Nova Scotia","2016A000212","Open custody","Number","223","units","0","v32445409","4.6","26","","","","0"
"2004/2005","Nova Scotia","2016A000212","Custody and supervision (open)","Number","223","units","0","v32445410","4.7","26","","","t","0"
"2004/2005","Nova Scotia","2016A000212","Young Offenders Act (YOA) (open)","Number","223","units","0","v32445411","4.8","0","","","t","0"
"2004/2005","Nova Scotia","2016A000212","Total community sentences","Number","223","units","0","v32445412","4.9","734","","","","0"
"2004/2005","Nova Scotia","2016A000212","Intensive support and supervision","Number","223","units","0","v41551922","4.10","","..","","","0"
"2004/2005","Nova Scotia","2016A000212","Deferred custody and supervision","Number","223","units","0","v41443608","4.11","98","","","","0"
"2004/2005","Nova Scotia","2016A000212","Supervised probation","Number","223","units","0","v32445413","4.12","535","","","","0"
"2004/2005","Nova Scotia","2016A000212","Other community sentences","Number","223","units","0","v32445414","4.13","101","","","","0"
"2004/2005","New Brunswick","2016A000213","Total correctional services","Number","223","units","0","v32445415","5.1","597","","","","0"
"2004/2005","New Brunswick","2016A000213","Pre-trial detention","Number","223","units","0","v32445416","5.2","87","","","","0"
"2004/2005","New Brunswick","2016A000213","Secure custody","Number","223","units","0","v32445417","5.3","9","","","","0"
"2004/2005","New Brunswick","2016A000213","Custody and supervision (secure)","Number","223","units","0","v32445418","5.4","9","","","t","0"
"2004/2005","New Brunswick","2016A000213","Young Offenders Act (YOA) (secure)","Number","223","units","0","v32445419","5.5","0","","","t","0"
"2004/2005","New Brunswick","2016A000213","Open custody","Number","223","units","0","v32445420","5.6","12","","","","0"
"2004/2005","New Brunswick","2016A000213","Custody and supervision (open)","Number","223","units","0","v32445421","5.7","11","","","t","0"
"2004/2005","New Brunswick","2016A000213","Young Offenders Act (YOA) (open)","Number","223","units","0","v32445422","5.8","1","","","t","0"
"2004/2005","New Brunswick","2016A000213","Total community sentences","Number","223","units","0","v32445423","5.9","489","","","","0"
"2004/2005","New Brunswick","2016A000213","Intensive support and supervision","Number","223","units","0","v32445424","5.10","","..","","","0"
"2004/2005","New Brunswick","2016A000213","Deferred custody and supervision","Number","223","units","0","v32445425","5.11","11","","","","0"
"2004/2005","New Brunswick","2016A000213","Supervised probation","Number","223","units","0","v32445426","5.12","366","","","","0"
"2004/2005","New Brunswick","2016A000213","Other community sentences","Number","223","units","0","v32445427","5.13","112","","","","0"
"2004/2005","Quebec","2016A000224","Total correctional services","Number","223","units","0","v32445428","6.1","","..","","","0"
"2004/2005","Quebec","2016A000224","Pre-trial detention","Number","223","units","0","v32445429","6.2","","..","","","0"
"2004/2005","Quebec","2016A000224","Secure custody","Number","223","units","0","v32445430","6.3","","..","","","0"
"2004/2005","Quebec","2016A000224","Custody and supervision (secure)","Number","223","units","0","v32445431","6.4","","..","","t","0"
"2004/2005","Quebec","2016A000224","Young Offenders Act (YOA) (secure)","Number","223","units","0","v79960434","6.5","","..","","t","0"
"2004/2005","Quebec","2016A000224","Open custody","Number","223","units","0","v32445432","6.6","","..","","","0"
"2004/2005","Quebec","2016A000224","Custody and supervision (open)","Number","223","units","0","v32445433","6.7","","..","","t","0"
"2004/2005","Quebec","2016A000224","Young Offenders Act (YOA) (open)","Number","223","units","0","v79960435","6.8","","..","","t","0"
"2004/2005","Quebec","2016A000224","Total community sentences","Number","223","units","0","v32445434","6.9","","..","","","0"
"2004/2005","Quebec","2016A000224","Intensive support and supervision","Number","223","units","0","v32445435","6.10","","..","","","0"
"2004/2005","Quebec","2016A000224","Deferred custody and supervision","Number","223","units","0","v32445436","6.11","","..","","","0"
"2004/2005","Quebec","2016A000224","Supervised probation","Number","223","units","0","v32445437","6.12","","..","","","0"
"2004/2005","Quebec","2016A000224","Other community sentences","Number","223","units","0","v32445438","6.13","","..","","","0"
"2004/2005","Ontario","2016A000235","Total correctional services","Number","223","units","0","v32445439","7.1","10149","","","","0"
"2004/2005","Ontario","2016A000235","Pre-trial detention","Number","223","units","0","v32445440","7.2","3547","","","","0"
"2004/2005","Ontario","2016A000235","Secure custody","Number","223","units","0","v32445441","7.3","84","","","","0"
"2004/2005","Ontario","2016A000235","Custody and supervision (secure)","Number","223","units","0","v32445442","7.4","84","","","t","0"
"2004/2005","Ontario","2016A000235","Young Offenders Act (YOA) (secure)","Number","223","units","0","v32445443","7.5","","..","","t","0"
"2004/2005","Ontario","2016A000235","Open custody","Number","223","units","0","v32445444","7.6","115","","","","0"
"2004/2005","Ontario","2016A000235","Custody and supervision (open)","Number","223","units","0","v32445445","7.7","115","","","t","0"
"2004/2005","Ontario","2016A000235","Young Offenders Act (YOA) (open)","Number","223","units","0","v32445446","7.8","0","","","t","0"
"2004/2005","Ontario","2016A000235","Total community sentences","Number","223","units","0","v32445447","7.9","6403","","","","0"
"2004/2005","Ontario","2016A000235","Intensive support and supervision","Number","223","units","0","v32445448","7.10","0","","","","0"
"2004/2005","Ontario","2016A000235","Deferred custody and supervision","Number","223","units","0","v32445449","7.11","92","","","","0"
"2004/2005","Ontario","2016A000235","Supervised probation","Number","223","units","0","v32445450","7.12","6162","","","","0"
"2004/2005","Ontario","2016A000235","Other community sentences","Number","223","units","0","v32445451","7.13","149","","","","0"
"2004/2005","Ontario, Ministry of Children and Youth Services (MCYS)","","Total correctional services","Number","223","units","0","v32445452","8.1","","..","","t","0"
"2004/2005","Ontario, Ministry of Children and Youth Services (MCYS)","","Pre-trial detention","Number","223","units","0","v41443609","8.2","","..","","t","0"
"2004/2005","Ontario, Ministry of Children and Youth Services (MCYS)","","Secure custody","Number","223","units","0","v32445453","8.3","","..","","t","0"
"2004/2005","Ontario, Ministry of Children and Youth Services (MCYS)","","Custody and supervision (secure)","Number","223","units","0","v32445454","8.4","","..","","t","0"
"2004/2005","Ontario, Ministry of Children and Youth Services (MCYS)","","Young Offenders Act (YOA) (secure)","Number","223","units","0","v32445455","8.5","","..","","t","0"
"2004/2005","Ontario, Ministry of Children and Youth Services (MCYS)","","Open custody","Number","223","units","0","v32445456","8.6","","..","","t","0"
"2004/2005","Ontario, Ministry of Children and Youth Services (MCYS)","","Custody and supervision (open)","Number","223","units","0","v32445457","8.7","","..","","t","0"
"2004/2005","Ontario, Ministry of Children and Youth Services (MCYS)","","Young Offenders Act (YOA) (open)","Number","223","units","0","v32445458","8.8","","..","","t","0"
"2004/2005","Ontario, Ministry of Children and Youth Services (MCYS)","","Total community sentences","Number","223","units","0","v32445459","8.9","","..","","t","0"
"2004/2005","Ontario, Ministry of Children and Youth Services (MCYS)","","Intensive support and supervision","Number","223","units","0","v43735728","8.10","","..","","t","0"
"2004/2005","Ontario, Ministry of Children and Youth Services (MCYS)","","Deferred custody and supervision","Number","223","units","0","v32445460","8.11","","..","","t","0"
"2004/2005","Ontario, Ministry of Children and Youth Services (MCYS)","","Supervised probation","Number","223","units","0","v32445461","8.12","","..","","t","0"
"2004/2005","Ontario, Ministry of Children and Youth Services (MCYS)","","Other community sentences","Number","223","units","0","v32445462","8.13","","..","","t","0"
"2004/2005","Ontario, Ministry of Community Safety and Correctional Services (MCSCS)","","Total correctional services","Number","223","units","0","v32445463","9.1","","..","","t","0"
"2004/2005","Ontario, Ministry of Community Safety and Correctional Services (MCSCS)","","Pre-trial detention","Number","223","units","0","v32445464","9.2","","..","","t","0"
"2004/2005","Ontario, Ministry of Community Safety and Correctional Services (MCSCS)","","Secure custody","Number","223","units","0","v32445465","9.3","","..","","t","0"
"2004/2005","Ontario, Ministry of Community Safety and Correctional Services (MCSCS)","","Custody and supervision (secure)","Number","223","units","0","v32445466","9.4","","..","","t","0"
"2004/2005","Ontario, Ministry of Community Safety and Correctional Services (MCSCS)","","Young Offenders Act (YOA) (secure)","Number","223","units","0","v32445467","9.5","","..","","t","0"
"2004/2005","Ontario, Ministry of Community Safety and Correctional Services (MCSCS)","","Open custody","Number","223","units","0","v32445468","9.6","","..","","t","0"
"2004/2005","Ontario, Ministry of Community Safety and Correctional Services (MCSCS)","","Custody and supervision (open)","Number","223","units","0","v32445469","9.7","","..","","t","0"
"2004/2005","Ontario, Ministry of Community Safety and Correctional Services (MCSCS)","","Young Offenders Act (YOA) (open)","Number","223","units","0","v32445470","9.8","","..","","t","0"
"2004/2005","Ontario, Ministry of Community Safety and Correctional Services (MCSCS)","","Total community sentences","Number","223","units","0","v32445471","9.9","","..","","t","0"
"2004/2005","Ontario, Ministry of Community Safety and Correctional Services (MCSCS)","","Intensive support and supervision","Number","223","units","0","v32445472","9.10","","..","","t","0"
"2004/2005","Ontario, Ministry of Community Safety and Correctional Services (MCSCS)","","Deferred custody and supervision","Number","223","units","0","v32445473","9.11","","..","","t","0"
"2004/2005","Ontario, Ministry of Community Safety and Correctional Services (MCSCS)","","Supervised probation","Number","223","units","0","v32445474","9.12","","..","","t","0"
"2004/2005","Ontario, Ministry of Community Safety and Correctional Services (MCSCS)","","Other community sentences","Number","223","units","0","v32445475","9.13","","..","","t","0"
"2004/2005","Manitoba","2016A000246","Total correctional services","Number","223","units","0","v32445476","10.1","2864","","","","0"
"2004/2005","Manitoba","2016A000246","Pre-trial detention","Number","223","units","0","v32445477","10.2","1552","","","","0"
"2004/2005","Manitoba","2016A000246","Secure custody","Number","223","units","0","v32445478","10.3","83","","","","0"
"2004/2005","Manitoba","2016A000246","Custody and supervision (secure)","Number","223","units","0","v32445479","10.4","83","","","t","0"
"2004/2005","Manitoba","2016A000246","Young Offenders Act (YOA) (secure)","Number","223","units","0","v32445480","10.5","0","","","t","0"
"2004/2005","Manitoba","2016A000246","Open custody","Number","223","units","0","v32445481","10.6","147","","","","0"
"2004/2005","Manitoba","2016A000246","Custody and supervision (open)","Number","223","units","0","v32445482","10.7","147","","","t","0"
"2004/2005","Manitoba","2016A000246","Young Offenders Act (YOA) (open)","Number","223","units","0","v32445483","10.8","0","","","t","0"
"2004/2005","Manitoba","2016A000246","Total community sentences","Number","223","units","0","v32445484","10.9","1082","","","","0"
"2004/2005","Manitoba","2016A000246","Intensive support and supervision","Number","223","units","0","v32445485","10.10","","..","","","0"
"2004/2005","Manitoba","2016A000246","Deferred custody and supervision","Number","223","units","0","v32445486","10.11","76","","","","0"
"2004/2005","Manitoba","2016A000246","Supervised probation","Number","223","units","0","v32445487","10.12","931","","","","0"
"2004/2005","Manitoba","2016A000246","Other community sentences","Number","223","units","0","v32445488","10.13","75","","","","0"
"2004/2005","Saskatchewan","2016A000247","Total correctional services","Number","223","units","0","v32445489","11.1","","..","","","0"
"2004/2005","Saskatchewan","2016A000247","Pre-trial detention","Number","223","units","0","v32861025","11.2","","..","","","0"
"2004/2005","Saskatchewan","2016A000247","Secure custody","Number","223","units","0","v32445490","11.3","","..","","","0"
"2004/2005","Saskatchewan","2016A000247","Custody and supervision (secure)","Number","223","units","0","v79960436","11.4","","..","","t","0"
"2004/2005","Saskatchewan","2016A000247","Young Offenders Act (YOA) (secure)","Number","223","units","0","v79960437","11.5","","..","","t","0"
"2004/2005","Saskatchewan","2016A000247","Open custody","Number","223","units","0","v32445491","11.6","","..","","","0"
"2004/2005","Saskatchewan","2016A000247","Custody and supervision (open)","Number","223","units","0","v79960438","11.7","","..","","t","0"
"2004/2005","Saskatchewan","2016A000247","Young Offenders Act (YOA) (open)","Number","223","units","0","v79960439","11.8","","..","","t","0"
"2004/2005","Saskatchewan","2016A000247","Total community sentences","Number","223","units","0","v32445492","11.9","","..","","","0"
"2004/2005","Saskatchewan","2016A000247","Intensive support and supervision","Number","223","units","0","v79960440","11.10","","..","","","0"
"2004/2005","Saskatchewan","2016A000247","Deferred custody and supervision","Number","223","units","0","v79960441","11.11","","..","","","0"
"2004/2005","Saskatchewan","2016A000247","Supervised probation","Number","223","units","0","v32445493","11.12","","..","","","0"
"2004/2005","Saskatchewan","2016A000247","Other community sentences","Number","223","units","0","v32445494","11.13","","..","","","0"
"2004/2005","Alberta","2016A000248","Total correctional services","Number","223","units","0","v32445495","12.1","1619","","","","0"
"2004/2005","Alberta","2016A000248","Pre-trial detention","Number","223","units","0","v32445496","12.2","1543","","","","0"
"2004/2005","Alberta","2016A000248","Secure custody","Number","223","units","0","v32445497","12.3","52","","","","0"
"2004/2005","Alberta","2016A000248","Custody and supervision (secure)","Number","223","units","0","v32445498","12.4","52","","","t","0"
"2004/2005","Alberta","2016A000248","Young Offenders Act (YOA) (secure)","Number","223","units","0","v41551923","12.5","","..","","t","0"
"2004/2005","Alberta","2016A000248","Open custody","Number","223","units","0","v32445499","12.6","24","","","","0"
"2004/2005","Alberta","2016A000248","Custody and supervision (open)","Number","223","units","0","v32445500","12.7","24","","","t","0"
"2004/2005","Alberta","2016A000248","Young Offenders Act (YOA) (open)","Number","223","units","0","v41551924","12.8","","..","","t","0"
"2004/2005","Alberta","2016A000248","Total community sentences","Number","223","units","0","v32445501","12.9","","..","","","0"
"2004/2005","Alberta","2016A000248","Intensive support and supervision","Number","223","units","0","v32445502","12.10","","..","","","0"
"2004/2005","Alberta","2016A000248","Deferred custody and supervision","Number","223","units","0","v32445503","12.11","","..","","","0"
"2004/2005","Alberta","2016A000248","Supervised probation","Number","223","units","0","v32445504","12.12","","..","","","0"
"2004/2005","Alberta","2016A000248","Other community sentences","Number","223","units","0","v32445505","12.13","","..","","","0"
"2004/2005","British Columbia","2016A000259","Total correctional services","Number","223","units","0","v32445506","13.1","","..","","","0"
"2004/2005","British Columbia","2016A000259","Pre-trial detention","Number","223","units","0","v32860960","13.2","","..","","","0"
"2004/2005","British Columbia","2016A000259","Secure custody","Number","223","units","0","v32445507","13.3","","..","","","0"
"2004/2005","British Columbia","2016A000259","Custody and supervision (secure)","Number","223","units","0","v52458548","13.4","","..","","t","0"
"2004/2005","British Columbia","2016A000259","Young Offenders Act (YOA) (secure)","Number","223","units","0","v52458549","13.5","","..","","t","0"
"2004/2005","British Columbia","2016A000259","Open custody","Number","223","units","0","v32445508","13.6","","..","","","0"
"2004/2005","British Columbia","2016A000259","Custody and supervision (open)","Number","223","units","0","v52458550","13.7","","..","","t","0"
"2004/2005","British Columbia","2016A000259","Young Offenders Act (YOA) (open)","Number","223","units","0","v52458551","13.8","","..","","t","0"
"2004/2005","British Columbia","2016A000259","Total community sentences","Number","223","units","0","v32445509","13.9","","..","","","0"
"2004/2005","British Columbia","2016A000259","Intensive support and supervision","Number","223","units","0","v52459796","13.10","","..","","","0"
"2004/2005","British Columbia","2016A000259","Deferred custody and supervision","Number","223","units","0","v52458553","13.11","","..","","","0"
"2004/2005","British Columbia","2016A000259","Supervised probation","Number","223","units","0","v32445510","13.12","","..","","","0"
"2004/2005","British Columbia","2016A000259","Other community sentences","Number","223","units","0","v32445511","13.13","","..","","","0"
"2004/2005","Yukon","2016A000260","Total correctional services","Number","223","units","0","v32445512","14.1","54","","","","0"
"2004/2005","Yukon","2016A000260","Pre-trial detention","Number","223","units","0","v32445513","14.2","15","","","","0"
"2004/2005","Yukon","2016A000260","Secure custody","Number","223","units","0","v32445514","14.3","0","","","","0"
"2004/2005","Yukon","2016A000260","Custody and supervision (secure)","Number","223","units","0","v32445515","14.4","0","","","t","0"
"2004/2005","Yukon","2016A000260","Young Offenders Act (YOA) (secure)","Number","223","units","0","v43735729","14.5","","..","","t","0"
"2004/2005","Yukon","2016A000260","Open custody","Number","223","units","0","v32445516","14.6","6","","","","0"
"2004/2005","Yukon","2016A000260","Custody and supervision (open)","Number","223","units","0","v32445517","14.7","6","","","t","0"
"2004/2005","Yukon","2016A000260","Young Offenders Act (YOA) (open)","Number","223","units","0","v43735730","14.8","","..","","t","0"
"2004/2005","Yukon","2016A000260","Total community sentences","Number","223","units","0","v32445518","14.9","33","","","","0"
"2004/2005","Yukon","2016A000260","Intensive support and supervision","Number","223","units","0","v43735731","14.10","1","","","","0"
"2004/2005","Yukon","2016A000260","Deferred custody and supervision","Number","223","units","0","v43735732","14.11","0","","","","0"
"2004/2005","Yukon","2016A000260","Supervised probation","Number","223","units","0","v32445519","14.12","25","","","","0"
"2004/2005","Yukon","2016A000260","Other community sentences","Number","223","units","0","v32445520","14.13","7","","","","0"
"2004/2005","Northwest Territories including Nunavut","","Total correctional services","Number","223","units","0","v32445521","15.1","","..","","t","0"
"2004/2005","Northwest Territories including Nunavut","","Pre-trial detention","Number","223","units","0","v32860961","15.2","","..","","t","0"
"2004/2005","Northwest Territories including Nunavut","","Secure custody","Number","223","units","0","v32445522","15.3","","..","","t","0"
"2004/2005","Northwest Territories including Nunavut","","Custody and supervision (secure)","Number","223","units","0","v79960442","15.4","","..","","t","0"
"2004/2005","Northwest Territories including Nunavut","","Young Offenders Act (YOA) (secure)","Number","223","units","0","v79960443","15.5","","..","","t","0"
"2004/2005","Northwest Territories including Nunavut","","Open custody","Number","223","units","0","v32445523","15.6","","..","","t","0"
"2004/2005","Northwest Territories including Nunavut","","Custody and supervision (open)","Number","223","units","0","v79960444","15.7","","..","","t","0"
"2004/2005","Northwest Territories including Nunavut","","Young Offenders Act (YOA) (open)","Number","223","units","0","v79960445","15.8","","..","","t","0"
"2004/2005","Northwest Territories including Nunavut","","Total community sentences","Number","223","units","0","v79960446","15.9","","..","","t","0"
"2004/2005","Northwest Territories including Nunavut","","Intensive support and supervision","Number","223","units","0","v79960447","15.10","","..","","t","0"
"2004/2005","Northwest Territories including Nunavut","","Deferred custody and supervision","Number","223","units","0","v79960448","15.11","","..","","t","0"
"2004/2005","Northwest Territories including Nunavut","","Supervised probation","Number","223","units","0","v79960449","15.12","","..","","t","0"
"2004/2005","Northwest Territories including Nunavut","","Other community sentences","Number","223","units","0","v79960450","15.13","","..","","t","0"
"2004/2005","Northwest Territories","2016A000261","Total correctional services","Number","223","units","0","v32445524","16.1","55","","","","0"
"2004/2005","Northwest Territories","2016A000261","Pre-trial detention","Number","223","units","0","v32445525","16.2","5","","","","0"
"2004/2005","Northwest Territories","2016A000261","Secure custody","Number","223","units","0","v32445526","16.3","5","","","","0"
"2004/2005","Northwest Territories","2016A000261","Custody and supervision (secure)","Number","223","units","0","v32445527","16.4","5","","","t","0"
"2004/2005","Northwest Territories","2016A000261","Young Offenders Act (YOA) (secure)","Number","223","units","0","v41443610","16.5","","..","","t","0"
"2004/2005","Northwest Territories","2016A000261","Open custody","Number","223","units","0","v32445528","16.6","2","","","","0"
